epoch,train_loss,eval_loss,eval_top1,eval_top5
0,1.4377844695534026,1.945147868106231,14.76032769763555,76.87293010284121
1,1.315926325640508,1.9383333529747797,23.17238975097353,83.36412759281855
2,1.3045067668759398,1.9256043854253475,26.006623671024503,90.3154959043144
3,1.2884453826450877,1.9030342308843677,28.262157922392007,93.60292836030186
4,1.252683945532356,1.8696374399603422,34.08401603638887,94.23043402634744
5,1.1917372844181955,1.8261606652540925,33.49485793968973,90.51071988924136
6,1.1445437351108663,1.7849623297531263,38.31967927488234,87.92400209191827
7,1.114003337853189,1.7269743577100392,44.97123932368834,88.68746731787873
8,1.079150913416275,1.6092601216294447,49.02910929070297,92.6058915825615
9,1.063074889260211,1.4028969159541032,55.49590378459248,96.87990238853962
10,1.0435932536742516,1.1907378763672116,61.29335889891089,98.45215269304515
11,1.0240906830211836,1.0276177141793996,65.80094125902941,99.1737842077741
12,1.0065743309844817,0.9258667191406441,68.96287258202052,99.56074603451282
13,0.9857751436398497,0.8592879574556934,70.72686072913574,99.7350531636744
14,0.9814393501063543,0.8091865354721318,72.30956946192292,99.79431758758933
15,0.9753077224429164,0.7754752342327351,73.0451455469848,99.81523444308873
16,0.9754940251420651,0.7523555683127592,73.58201150480247,99.83266515600488
17,0.9532381838985852,0.7367612284007379,74.13979431811953,99.8361512985881
18,0.9505868945270777,0.7218582210545759,74.6208819946055,99.8675265818372
19,0.9517813500216497,0.7116317870643094,75.06710824579109,99.86055429667073
20,0.9474364316223988,0.7022052972558194,75.49590378352859,99.8675265818372
21,0.9326205461152962,0.6938796027811724,75.91075475093315,99.88147115217012
22,0.9276202985617731,0.6845597361144816,76.42670385325144,99.8744988675356
23,0.922651562174516,0.677512007148627,76.60798326757948,99.86752658236914
24,0.9136667778782014,0.6688360695371816,76.92522224265356,99.84660972686974
25,0.9038833280958768,0.6620720283347638,77.15530765314686,99.85009586945299
26,0.9028533745690116,0.6553629690218579,77.4028237765563,99.86404043978591
27,0.9083908600400069,0.6483469982024205,77.85602231237642,99.88844343786853
28,0.8977892310691199,0.6413329802335337,78.21509499844927,99.89192958045176
29,0.8955223306215235,0.634486721706698,78.5915983974383,99.895415723035
30,0.8811660944816789,0.6269222891027345,78.98204636676024,99.895415723035
31,0.882449325606493,0.6190391418273926,79.22607634758646,99.89890186561823
32,0.8713008897445563,0.6115651873225262,79.64441345757426,99.90238800766951
33,0.8745343491900712,0.6026180727880384,80.08018127994627,99.92330486316891
34,0.8686995611060411,0.5948193962261904,80.38696182727065,99.92679100575214
35,0.8637457089831254,0.5872696182755658,80.69374237459505,99.91981872058567
36,0.8558787735112544,0.5770606814672126,80.99355063675297,99.92679100575214
37,0.8624570512079767,0.5692351627218946,81.32473418215997,99.92679100575214
38,0.8559818425814488,0.5625436272794867,81.60711173140173,99.92679100575214
39,0.8510300893602627,0.5541556328903908,81.8790308528938,99.92679100575214
40,0.8557279894926718,0.546648982177114,82.40195224037855,99.93027714833536
41,0.8545164609594005,0.5397449714133439,82.75405264128494,99.94073557608506
42,0.8506308825952666,0.5320215391025989,83.14798675319012,99.94770786125153
43,0.8432135633858187,0.5244449418586826,83.45128115793128,99.94422171866829
44,0.8396099118648895,0.5164219238501674,83.76852013300537,99.94770786125153
