epoch,train_loss,eval_loss,eval_top1,eval_top5
65,0.6245612262045435,0.19293472163118716,96.27577215503553,99.99185071424016
66,0.5998990426019962,0.18915015730708437,96.37356369606722,99.99185071424016
67,0.6131728114098233,0.18503585319245672,96.50395241122541,99.99185071424016
68,0.6023169695630709,0.1812630918758266,96.66693831294491,99.99185071424016
69,0.6009516153027432,0.17732539280997678,96.83807350975039,99.99185071424016
70,0.5878043900737563,0.17414068671101396,96.94401434586806,99.99185071424016
71,0.5751377199399564,0.1707776807164803,97.04995518198574,99.99185071424016
72,0.5866050771182262,0.16694937559047632,97.13959743414888,99.99185071424016
73,0.5866083390718964,0.16370171607032488,97.27813545061046,99.99185071424016
74,0.5757317784055095,0.16036401486804322,97.37592699164216,100.00000000932613
75,0.5685046762228012,0.15698126273563814,97.46556923758789,99.99185071424016
76,0.5590306706823817,0.1533514295232057,97.60410725404945,100.00000000932613
77,0.567177318386714,0.1500707986380499,97.66930161473726,100.00000000932613
78,0.5717275432133487,0.14650204533544256,97.75894386068299,100.00000000932613
79,0.5809987884588714,0.14366416633645215,97.85673540171469,100.00000000932613
80,0.5681658874292598,0.14100141832672552,97.88118328697261,100.00000000932613
81,0.5482725147401073,0.13826377366854434,97.97897482800431,100.00000000932613
82,0.547545812926778,0.13572205595047354,98.09306495920796,100.00000000932613
83,0.5610037587641424,0.1327499774444119,98.23160297566955,100.00000000932613
84,0.5535339095651637,0.12981976966061157,98.32124522161527,100.00000000932613
85,0.5434215062981175,0.12752986780642764,98.37014099213111,100.00000000932613
86,0.5122905063100023,0.1248267037503615,98.42718605773294,100.00000000932613
87,0.5560082907815204,0.1220683179444798,98.43533535281891,100.00000000932613
88,0.5507799602130685,0.11981048447723329,98.48423112333477,100.00000000932613
89,0.5295096769462055,0.11803180388738936,98.53312689385062,100.00000000932613
90,0.5472164438069644,0.11616145378043498,98.58202266436646,100.00000000932613
91,0.5390242094042719,0.11427803629926263,98.59017195945245,100.00000000932613
92,0.5386492385098579,0.11222938535471348,98.63091843488232,100.00000000932613
93,0.5228350718089868,0.10985954559743817,98.69611279557012,100.00000000932613
94,0.5319084426480547,0.10742398106528955,98.70426209065609,100.00000000932613
95,0.5217792539232393,0.10554001224267096,98.75315786117194,100.00000000932613
96,0.534332068213906,0.10359670224780705,98.75315786117194,100.00000000932613
97,0.5308736711351429,0.1021313931206752,98.7694564513439,100.00000000932613
98,0.5327029904598667,0.10095574440397083,98.8020536316878,100.00000000932613
99,0.5327760603658213,0.09970858817714107,98.84280010711767,100.00000000932613
100,0.5480849443309923,0.0985498131238329,98.8346508120317,100.00000000932613
101,0.5119034717973157,0.09775861607207693,98.85094940220364,100.00000000932613
102,0.5148359941751465,0.09666794780485448,98.87539728746157,100.00000000932613
103,0.5303855894556556,0.0952522381608886,98.91614376289145,100.00000000932613
104,0.507766417341973,0.09406235379937779,98.96503953340729,100.00000000932613
105,0.5267036861445823,0.0928892163739972,98.96503953340729,100.00000000932613
106,0.4941522796533749,0.09192210461459517,98.98133812357925,100.00000000932613
107,0.5222253598292254,0.09136944150268453,99.02208459900912,100.00000000932613
108,0.5063679345905314,0.09083015993862881,99.03023389409509,100.00000000932613
109,0.5284457167819648,0.09009723929549748,99.02208459900912,100.00000000932613
110,0.5249848500594457,0.08962190331452954,99.02208459900912,100.00000000932613
111,0.503038786371134,0.08902970848375982,99.03838318918108,100.00000000932613
112,0.5176190846738242,0.08849120923036317,99.04653248426705,100.00000000932613
113,0.5335544728073377,0.08789728374799746,99.07098036952497,100.00000000932613
114,0.5044475596777452,0.08743359732584517,99.0954282547829,100.00000000932613
115,0.5028335058735806,0.08696327481815634,99.0954282547829,100.00000000932613
116,0.5220593872331764,0.08653657433629477,99.08727895969692,100.00000000932613
117,0.49881089035197895,0.08606243087642886,99.11172684495484,100.00000000932613
118,0.5110521414377982,0.08551708683168142,99.11987614004082,100.00000000932613
119,0.5006476768022573,0.08491585492646356,99.15247332038471,100.00000000932613
120,0.5000977590291058,0.08427258390484273,99.16877191055667,100.00000000932613
121,0.5149763397697369,0.08368002253629114,99.17692120564264,100.00000000932613
122,0.5059775083712436,0.08309822473057217,99.16877191055667,100.00000000932613
123,0.4824823163274685,0.08262240032764628,99.1932197958146,100.00000000932613
124,0.5083616084708558,0.0821203924714001,99.1932197958146,100.00000000932613
125,0.5165218504889827,0.08192095393045526,99.20136909090057,100.00000000932613
126,0.5158189728311396,0.08179016854690219,99.23396627124447,100.00000000932613
127,0.5106059028998057,0.08161710034386471,99.2258169761585,100.00000000932613
128,0.5059072043814796,0.08132822355239547,99.21766768107253,100.00000000932613
129,0.5119013235595457,0.08093776399481147,99.2258169761585,100.00000000932613
